id,uid,apex_time,apex_time_str,apex_distance,dataset,source_file,label,label_name,saved_timestamp,username,x_min_m,x_max_m,t_start_s,t_end_s
112,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890479.365,2021-11-02 22:01:19.365,14872.0,ooi_optasense_north_c2_full,20211102_220101.h5,1,Bp_B,2025-12-20 01:01:17.736,ers334,440.0,44792.0,0.05999999999999872,16.505000000000003
113,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890491.855,2021-11-02 22:01:31.855,18360.0,ooi_optasense_north_c2_full,20211102_220131.h5,1,Bp_B,2025-12-20 01:03:39.528,ers334,18360.0,32816.0,0.06499999999999773,6.719999999999999
114,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890490.6799998,2021-11-02 22:01:30.680,29280.0,ooi_optasense_north_c2_full,20211102_220101.h5,2,Bp_A,2025-12-20 01:05:30.591,ers334,18096.0,29288.0,0.0799999999999983,7.389999999999997
115,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890509.495,2021-11-02 22:01:49.495,38696.0,ooi_optasense_north_c2_full,20211102_220131.h5,2,Bp_A,2025-12-20 01:07:12.040,ers334,38760.0,45168.0,0.08500000000000085,3.4399999999999977
116,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890497.8899999,2021-11-02 22:01:37.890,13656.0,ooi_optasense_north_c2_full,20211102_220131.h5,2,Bp_A,2025-12-20 01:10:20.809,ers334,13664.0,39424.0,0.010000000000005116,15.425000000000004
117,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890501.12,2021-11-02 22:01:41.120,14512.0,ooi_optasense_north_c2_full,20211102_220131.h5,1,Bp_B,2025-12-20 01:13:55.841,ers334,528.0,45176.0,0.01999999999999602,16.739999999999995
118,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890516.6299999,2021-11-02 22:01:56.630,12000.0,ooi_optasense_north_c2_full,20211102_220131.h5,1,Bp_B,2025-12-20 01:17:03.642,ers334,11976.0,39304.0,0.09499999999999886,17.57
119,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890529.73,2021-11-02 22:02:09.730,37624.0,ooi_optasense_north_c2_full,20211102_220201.h5,1,Bp_B,2025-12-20 01:18:15.518,ers334,37624.0,45568.0,-0.06500000000000483,4.555
120,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890537.085,2021-11-02 22:02:17.085,19456.0,ooi_optasense_north_c2_full,20211102_220201.h5,1,Bp_B,2025-12-20 01:20:51.972,ers334,19352.0,37928.0,-0.025000000000000355,9.389999999999999
121,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890539.61,2021-11-02 22:02:19.610,12192.0,ooi_optasense_north_c2_full,20211102_220201.h5,2,Bp_A,2025-12-20 01:23:15.315,ers334,12144.0,43904.0,0.125,19.84
122,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890554.445,2021-11-02 22:02:34.445,29384.0,ooi_optasense_north_c2_full,20211102_220231.h5,1,Bp_B,2025-12-20 01:26:03.960,ers334,10248.0,29288.0,0.030000000000001137,12.695
123,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890561.35,2021-11-02 22:02:41.350,4672.0,ooi_optasense_north_c2_full,20211102_220231.h5,1,Bp_B,2025-12-20 01:27:17.267,ers334,672.0,4696.0,0.045000000000001705,2.4650000000000034
125,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890559.485,2021-11-02 22:02:39.485,15248.0,ooi_optasense_north_c2_full,20211102_220231.h5,2,Bp_A,2025-12-20 01:32:21.208,ers334,832.0,45016.0,0.44000000000000483,17.35
126,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890561.27,2021-11-02 22:02:41.270,12352.0,ooi_optasense_north_c2_full,20211102_220231.h5,1,Bp_B,2025-12-20 01:37:57.924,ers334,12000.0,40680.0,-0.005000000000000782,16.61
127,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890581.115,2021-11-02 22:03:01.115,15304.0,ooi_optasense_north_c2_full,20211102_220231.h5,1,Bp_B,2025-12-20 14:07:44.752,ers334,608.0,44768.0,0.1750000000000007,16.490000000000002
128,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890585.23,2021-11-02 22:03:05.230,13296.0,ooi_optasense_north_c2_full,20211102_220301.h5,2,Bp_A,2025-12-20 16:41:48.613,ers334,13320.0,39680.0,0.02499999999999858,15.719999999999999
129,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890590.425,2021-11-02 22:03:10.425,41184.0,ooi_optasense_north_c2_full,20211102_220301.h5,1,Bp_B,2025-12-20 16:44:30.119,ers334,14288.0,41136.0,0.0449999999999946,17.644999999999996
130,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890582.34,2021-11-02 22:03:02.340,20664.0,ooi_optasense_north_c2_full,20211102_220301.h5,1,Bp_B,2025-12-20 16:45:46.109,ers334,20624.0,34560.0,0.14499999999999957,7.475000000000001
131,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890603.2,2021-11-02 22:03:23.200,8296.0,ooi_optasense_north_c2_full,20211102_220301.h5,1,Bp_B,2025-12-20 18:45:56.705,ers334,680.0,30536.0,0.09499999999999886,12.115000000000002
132,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890606.425,2021-11-02 22:03:26.425,11560.0,ooi_optasense_north_c2_full,20211102_220301.h5,1,Bp_B,2025-12-20 18:48:06.695,ers334,656.0,40624.0,0.08000000000000185,16.345000000000002
133,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890617.975,2021-11-02 22:03:37.975,39816.0,ooi_optasense_north_c2_full,20211102_220331.h5,2,Bp_A,2025-12-20 18:49:50.271,ers334,39824.0,45280.0,-0.01999999999999602,3.1950000000000003
134,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890619.06,2021-11-02 22:03:39.060,14664.0,ooi_optasense_north_c2_full,20211102_220331.h5,2,Bp_A,2025-12-20 18:51:40.583,ers334,824.0,44008.0,0.23499999999999943,16.195
135,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890628.0549998,2021-11-02 22:03:48.055,12056.0,ooi_optasense_north_c2_full,20211102_220331.h5,1,Bp_B,2025-12-20 18:56:15.087,ers334,448.0,41152.0,-0.030000000000001137,16.255
136,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890638.1,2021-11-02 22:03:58.100,38104.0,ooi_optasense_north_c2_full,20211102_220331.h5,1,Bp_B,2025-12-20 18:56:55.023,ers334,38192.0,45456.0,0.03500000000000014,4.460000000000001
137,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890632.35,2021-11-02 22:03:52.350,22280.0,ooi_optasense_north_c2_full,20211102_220331.h5,1,Bp_B,2025-12-20 18:58:34.216,ers334,22328.0,45504.0,0.06500000000000128,13.314999999999998
138,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890639.335,2021-11-02 22:03:59.335,8928.0,ooi_optasense_north_c2_full,20211102_220331.h5,1,Bp_B,2025-12-20 19:08:00.143,ers334,872.0,37048.0,0.3200000000000003,16.61
139,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890640.375,2021-11-02 22:04:00.375,15264.0,ooi_optasense_north_c2_full,20211102_220331.h5,2,Bp_A,2025-12-20 19:09:56.585,ers334,1032.0,45376.0,0.23999999999999844,17.23
140,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890654.1,2021-11-02 22:04:14.100,22344.0,ooi_optasense_north_c2_full,20211102_220401.h5,2,Bp_A,2025-12-21 16:51:31.363,ers334,22336.0,35408.0,0.25,7.100000000000001
141,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890661.74,2021-11-02 22:04:21.740,37832.0,ooi_optasense_north_c2_full,20211102_220401.h5,1,Bp_B,2025-12-21 16:52:20.611,ers334,37808.0,45384.0,0.00999999999999801,4.884999999999998
142,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890654.115,2021-11-02 22:04:14.115,16760.0,ooi_optasense_north_c2_full,20211102_220401.h5,2,Bp_A,2025-12-21 16:53:38.347,ers334,16776.0,35456.0,-0.020000000000003126,11.615000000000002
143,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890651.725,2021-11-02 22:04:11.725,23488.0,ooi_optasense_north_c2_full,20211102_220401.h5,2,Bp_A,2025-12-21 16:55:00.371,ers334,19120.0,23448.0,-0.03999999999999915,2.7049999999999983
145,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890641.56,2021-11-02 22:04:01.560,8432.0,ooi_optasense_north_c2_full,20211102_220401.h5,2,Bp_A,2025-12-21 17:00:09.973,ers334,2592.0,42576.0,21.72,36.515
146,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890655.99,2021-11-02 22:04:15.990,8200.0,ooi_optasense_north_c2_full,20211102_220401.h5,1,Bp_B,2025-12-21 17:02:44.658,ers334,728.0,35472.0,0.1850000000000005,15.240000000000002
147,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890674.2749999,2021-11-02 22:04:34.275,19032.0,ooi_optasense_north_c2_full,20211102_220431.h5,1,Bp_B,2025-12-21 17:03:55.131,ers334,19008.0,37024.0,0.00999999999999801,9.0
148,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890677.565,2021-11-02 22:04:37.565,8144.0,ooi_optasense_north_c2_full,20211102_220431.h5,1,Bp_B,2025-12-21 17:05:33.899,ers334,896.0,41344.0,0.21000000000000085,18.464999999999996
150,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890706.51,2021-11-02 22:05:06.510,36776.0,ooi_optasense_north_c2_full,20211102_220501.h5,1,Bp_B,2025-12-21 17:32:58.409,ers334,36776.0,45448.0,0.12999999999999545,5.774999999999999
151,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890699.1699998,2021-11-02 22:04:59.170,23824.0,ooi_optasense_north_c2_full,20211102_220431.h5,2,Bp_A,2025-12-21 17:33:53.865,ers334,23840.0,35392.0,0.045000000000001705,6.325000000000003
152,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890718.22,2021-11-02 22:05:18.220,18040.0,ooi_optasense_north_c2_full,20211102_220501.h5,1,Bp_B,2025-12-21 20:07:53.099,ers334,18192.0,44920.0,0.05999999999999872,14.57
153,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890748.465,2021-11-02 22:05:48.465,36632.0,ooi_optasense_north_c2_full,20211102_220531.h5,1,Bp_B,2025-12-21 20:09:05.738,ers334,36640.0,45536.0,0.03499999999999659,5.274999999999999
154,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890742.54,2021-11-02 22:05:42.540,22720.0,ooi_optasense_north_c2_full,20211102_220531.h5,2,Bp_A,2025-12-21 20:10:15.634,ers334,22760.0,34232.0,0.035000000000003695,6.265000000000001
155,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890740.615,2021-11-02 22:05:40.615,37256.0,ooi_optasense_north_c2_full,20211102_220531.h5,1,Bp_B,2025-12-21 20:11:22.867,ers334,11672.0,37008.0,0.10499999999999687,17.335
156,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890753.57,2021-11-02 22:05:53.570,13208.0,ooi_optasense_north_c2_full,20211102_220531.h5,2,Bp_A,2025-12-21 20:14:25.026,ers334,13312.0,39464.0,0.2049999999999983,16.584999999999997
157,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890761.455,2021-11-02 22:06:01.455,19352.0,ooi_optasense_north_c2_full,20211102_220531.h5,1,Bp_B,2025-12-21 20:15:35.505,ers334,19304.0,37792.0,0.0,9.315000000000001
158,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890767.985,2021-11-02 22:06:07.985,30776.0,ooi_optasense_north_c2_full,20211102_220601.h5,2,Bp_A,2025-12-21 20:17:51.097,ers334,19176.0,30744.0,0.1299999999999999,7.9750000000000005
159,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890776.235,2021-11-02 22:06:16.235,13088.0,ooi_optasense_north_c2_full,20211102_220601.h5,1,Bp_B,2025-12-21 20:19:21.298,ers334,13040.0,44472.0,-0.025000000000000355,19.63
160,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890799.105,2021-11-02 22:06:39.105,14152.0,ooi_optasense_north_c2_full,20211102_220631.h5,2,Bp_A,2025-12-21 20:20:31.889,ers334,14080.0,42072.0,0.19999999999999574,16.559999999999995
161,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890820.4299998,2021-11-02 22:07:00.430,11616.0,ooi_optasense_north_c2_full,20211102_220631.h5,1,Bp_B,2025-12-21 20:24:57.706,ers334,2544.0,40760.0,0.23000000000000043,16.580000000000002
162,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890833.345,2021-11-02 22:07:13.345,37512.0,ooi_optasense_north_c2_full,20211102_220701.h5,1,Bp_B,2025-12-21 20:25:51.232,ers334,37448.0,45200.0,-0.10499999999999687,4.3700000000000045
163,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890836.1699998,2021-11-02 22:07:16.170,8408.0,ooi_optasense_north_c2_full,20211102_220701.h5,1,Bp_B,2025-12-21 20:29:19.562,ers334,1208.0,40464.0,0.5,18.905
164,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890843.715,2021-11-02 22:07:23.715,13216.0,ooi_optasense_north_c2_full,20211102_220701.h5,2,Bp_A,2025-12-21 20:30:42.039,ers334,13168.0,39856.0,0.08999999999999986,16.060000000000002
165,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890877.12,2021-11-02 22:07:57.120,37424.0,ooi_optasense_north_c2_full,20211102_220731.h5,1,Bp_B,2025-12-21 20:34:02.263,ers334,37544.0,45096.0,0.030000000000001137,4.595000000000002
166,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890864.975,2021-11-02 22:07:44.975,11496.0,ooi_optasense_north_c2_full,20211102_220731.h5,1,Bp_B,2025-12-21 20:36:01.208,ers334,1168.0,40880.0,0.28000000000000114,16.745
167,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890887.7949998,2021-11-02 22:08:07.795,13080.0,ooi_optasense_north_c2_full,20211102_220801.h5,2,Bp_A,2025-12-21 20:37:39.976,ers334,12976.0,39840.0,0.11500000000000199,16.064999999999998
168,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890902.55,2021-11-02 22:08:22.550,35528.0,ooi_optasense_north_c2_full,20211102_220801.h5,2,Bp_A,2025-12-22 00:44:01.489,ers334,18944.0,35536.0,-0.04499999999999815,11.510000000000002
169,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890906.105,2021-11-02 22:08:26.105,12680.0,ooi_optasense_north_c2_full,20211102_220801.h5,2,Bp_A,2025-12-22 00:48:12.374,ers334,12648.0,31976.0,-0.02500000000000213,12.469999999999999
170,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890909.405,2021-11-02 22:08:29.405,12288.0,ooi_optasense_north_c2_full,20211102_220801.h5,1,Bp_B,2025-12-22 00:52:15.066,ers334,1264.0,40776.0,0.08500000000000085,16.29
171,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890931.385,2021-11-02 22:08:51.385,12576.0,ooi_optasense_north_c2_full,20211102_220831.h5,1,Bp_B,2025-12-22 00:57:49.367,ers334,896.0,40616.0,0.015000000000000568,16.320000000000004
172,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890936.22,2021-11-02 22:08:56.220,19464.0,ooi_optasense_north_c2_full,20211102_220831.h5,2,Bp_A,2025-12-22 00:59:50.131,ers334,19464.0,23872.0,0.03999999999999915,1.3999999999999986
173,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890952.98,2021-11-02 22:09:12.980,12920.0,ooi_optasense_north_c2_full,20211102_220901.h5,1,Bp_B,2025-12-22 01:06:42.268,ers334,1168.0,39488.0,0.10999999999999943,15.87
174,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890966.0049999,2021-11-02 22:09:26.005,37792.0,ooi_optasense_north_c2_full,20211102_220901.h5,1,Bp_B,2025-12-22 01:07:47.924,ers334,37816.0,45744.0,0.05999999999999872,5.085000000000001
175,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890975.315,2021-11-02 22:09:35.315,13064.0,ooi_optasense_north_c2_full,20211102_220931.h5,1,Bp_B,2025-12-22 01:10:51.679,ers334,13200.0,42112.0,0.07000000000000028,16.265
176,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890979.8,2021-11-02 22:09:39.800,19680.0,ooi_optasense_north_c2_full,20211102_220931.h5,1,Bp_B,2025-12-22 01:11:53.742,ers334,19696.0,24120.0,0.10999999999999943,1.6099999999999994
177,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890988.99,2021-11-02 22:09:48.990,15448.0,ooi_optasense_north_c2_full,20211102_220931.h5,2,Bp_A,2025-12-22 01:15:06.575,ers334,1768.0,43880.0,0.3999999999999986,16.145000000000003
178,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635890996.635,2021-11-02 22:09:56.635,12952.0,ooi_optasense_north_c2_full,20211102_220931.h5,1,Bp_B,2025-12-22 01:17:28.049,ers334,12960.0,39152.0,0.03999999999999915,16.805000000000003
179,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891000.2949998,2021-11-02 22:10:00.295,13800.0,ooi_optasense_north_c2_full,20211102_220931.h5,2,Bp_A,2025-12-22 01:18:59.567,ers334,13752.0,40288.0,-0.004999999999999005,15.855000000000004
180,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891003.7649999,2021-11-02 22:10:03.765,39272.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 01:21:16.125,ers334,25864.0,39208.0,0.060000000000002274,8.980000000000004
181,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891007.115,2021-11-02 22:10:07.115,36816.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 01:22:30.923,ers334,36816.0,45488.0,0.045000000000001705,5.895000000000003
182,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891006.745,2021-11-02 22:10:06.745,39512.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 01:23:44.985,ers334,39552.0,42624.0,0.0049999999999954525,1.8599999999999994
183,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891010.28,2021-11-02 22:10:10.280,14768.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 01:26:40.194,ers334,944.0,44312.0,0.2749999999999986,15.93
184,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891018.0049999,2021-11-02 22:10:18.005,7984.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 13:18:23.047,ers334,1640.0,36952.0,0.495000000000001,16.354999999999997
185,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891023.6499999,2021-11-02 22:10:23.650,21232.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 13:21:32.743,ers334,21200.0,37568.0,0.02499999999999858,8.405000000000001
186,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891021.885,2021-11-02 22:10:21.885,11904.0,ooi_optasense_north_c2_full,20211102_221001.h5,1,Bp_B,2025-12-22 13:24:04.671,ers334,1752.0,39472.0,0.019999999999999574,15.834999999999997
187,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891029.565,2021-11-02 22:10:29.565,37696.0,ooi_optasense_north_c2_full,20211102_221001.h5,2,Bp_A,2025-12-22 13:25:43.168,ers334,37720.0,45960.0,-0.0799999999999983,5.169999999999998
188,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891031.635,2021-11-02 22:10:31.635,35752.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:27:38.319,ers334,24336.0,35728.0,0.03500000000000014,7.820000000000004
189,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891031.605,2021-11-02 22:10:31.605,14424.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:29:01.608,ers334,920.0,44904.0,0.3999999999999986,16.284999999999997
190,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891037.35,2021-11-02 22:10:37.350,13000.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:32:15.758,ers334,13000.0,36056.0,0.045000000000001705,14.735
191,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891050.655,2021-11-02 22:10:50.655,37888.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:32:51.406,ers334,37976.0,45408.0,0.134999999999998,4.675000000000004
192,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891056.6499999,2021-11-02 22:10:56.650,39320.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:33:50.198,ers334,39392.0,45360.0,-0.005000000000002558,3.594999999999999
193,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891044.2949998,2021-11-02 22:10:44.295,13096.0,ooi_optasense_north_c2_full,20211102_221031.h5,2,Bp_A,2025-12-22 13:36:12.510,ers334,13088.0,39616.0,-0.014999999999998792,15.8
194,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891048.5249999,2021-11-02 22:10:48.525,14184.0,ooi_optasense_north_c2_full,20211102_221031.h5,1,Bp_B,2025-12-22 13:38:39.271,ers334,904.0,45448.0,0.245000000000001,16.584999999999997
196,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891072.0349998,2021-11-02 22:11:12.035,37696.0,ooi_optasense_north_c2_full,20211102_221101.h5,2,Bp_A,2025-12-22 13:40:58.565,ers334,37712.0,44832.0,0.06499999999999773,4.634999999999998
197,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891067.2549999,2021-11-02 22:11:07.255,20136.0,ooi_optasense_north_c2_full,20211102_221101.h5,1,Bp_B,2025-12-22 13:42:44.364,ers334,20112.0,39032.0,0.005000000000002558,10.165
198,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891065.415,2021-11-02 22:11:05.415,11488.0,ooi_optasense_north_c2_full,20211102_221101.h5,1,Bp_B,2025-12-22 13:44:50.661,ers334,1520.0,42496.0,0.355000000000004,17.315000000000005
199,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891073.56,2021-11-02 22:11:13.560,37608.0,ooi_optasense_north_c2_full,20211102_221101.h5,2,Bp_A,2025-12-22 13:51:56.748,ers334,12480.0,37408.0,0.03500000000000014,17.415
200,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891091.69,2021-11-02 22:11:31.690,36896.0,ooi_optasense_north_c2_full,20211102_221131.h5,1,Bp_B,2025-12-22 13:52:36.275,ers334,36888.0,45888.0,0.05000000000000071,5.775000000000002
201,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891085.985,2021-11-02 22:11:25.985,14208.0,ooi_optasense_north_c2_full,20211102_221101.h5,2,Bp_A,2025-12-22 13:55:47.909,ers334,1360.0,45328.0,0.07000000000000028,16.955000000000002
202,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891087.735,2021-11-02 22:11:27.735,13048.0,ooi_optasense_north_c2_full,20211102_221101.h5,1,Bp_B,2025-12-22 13:56:57.501,ers334,13048.0,42232.0,0.04499999999999815,16.87
203,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891107.905,2021-11-02 22:11:47.905,14976.0,ooi_optasense_north_c2_full,20211102_221131.h5,1,Bp_B,2025-12-22 14:20:40.040,ers334,1240.0,45080.0,0.20000000000000284,16.310000000000002
204,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891111.5049999,2021-11-02 22:11:51.505,20144.0,ooi_optasense_north_c2_full,20211102_221131.h5,1,Bp_B,2025-12-22 14:21:52.089,ers334,20232.0,37848.0,-0.019999999999999574,8.895
205,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891108.985,2021-11-02 22:11:48.985,12968.0,ooi_optasense_north_c2_full,20211102_221131.h5,1,Bp_B,2025-12-22 14:23:54.345,ers334,13024.0,40720.0,0.06499999999999773,16.330000000000002
206,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891128.235,2021-11-02 22:12:08.235,14880.0,ooi_optasense_north_c2_full,20211102_221201.h5,1,Bp_B,2025-12-22 14:25:17.215,ers334,712.0,44760.0,0.480000000000004,16.28
207,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891132.225,2021-11-02 22:12:12.225,12976.0,ooi_optasense_north_c2_full,20211102_221201.h5,2,Bp_A,2025-12-22 14:27:10.001,ers334,13016.0,41056.0,0.020000000000003126,16.685000000000002
208,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891136.215,2021-11-02 22:12:16.215,23784.0,ooi_optasense_north_c2_full,20211102_221201.h5,2,Bp_A,2025-12-22 14:28:27.895,ers334,23752.0,36128.0,0.02499999999999858,6.844999999999999
209,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891132.58,2021-11-02 22:12:12.580,36880.0,ooi_optasense_north_c2_full,20211102_221201.h5,1,Bp_B,2025-12-22 14:29:59.590,ers334,36896.0,45680.0,0.0,5.784999999999997
210,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891156.34,2021-11-02 22:12:36.340,20176.0,ooi_optasense_north_c2_full,20211102_221231.h5,1,Bp_B,2025-12-22 14:36:44.695,ers334,20192.0,38464.0,0.01999999999999602,9.21
211,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891153.5349998,2021-11-02 22:12:33.535,12608.0,ooi_optasense_north_c2_full,20211102_221231.h5,1,Bp_B,2025-12-22 14:38:54.687,ers334,984.0,42104.0,0.22500000000000142,16.994999999999997
212,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891155.895,2021-11-02 22:12:35.895,39408.0,ooi_optasense_north_c2_full,20211102_221231.h5,2,Bp_A,2025-12-22 14:40:17.198,ers334,39464.0,45472.0,0.045000000000001705,4.005000000000003
213,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891176.51,2021-11-02 22:12:56.510,36664.0,ooi_optasense_north_c2_full,20211102_221231.h5,1,Bp_B,2025-12-22 14:42:33.373,ers334,36640.0,45336.0,0.02500000000000213,4.98
214,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891173.635,2021-11-02 22:12:53.635,12088.0,ooi_optasense_north_c2_full,20211102_221231.h5,1,Bp_B,2025-12-22 15:09:22.227,ers334,11960.0,33664.0,0.054999999999999716,13.645
215,91c5f715-9875-45fc-9c45-3a7ff19b5994,1635891178.96,2021-11-02 22:12:58.960,12960.0,ooi_optasense_north_c2_full,20211102_221231.h5,2,Bp_A,2025-12-22 15:10:46.146,ers334,13088.0,39880.0,-0.054999999999999716,15.735
216,b3cfd3f3-8211-45d2-95f6-3aca9b662a88,1635891199.96,2021-11-02 22:13:19.960,11720.0,ooi_optasense_north_c2_full,20211102_221301.h5,1,Bp_B,2025-12-22 19:45:21.867,ers334,848.0,40496.0,0.20000000000000284,16.585
217,b3cfd3f3-8211-45d2-95f6-3aca9b662a88,1635891207.0149999,2021-11-02 22:13:27.015,19304.0,ooi_optasense_north_c2_full,20211102_221301.h5,1,Bp_B,2025-12-22 19:46:36.764,ers334,19392.0,37664.0,0.030000000000001137,9.120000000000005
218,b3cfd3f3-8211-45d2-95f6-3aca9b662a88,1635891197.86,2021-11-02 22:13:17.860,39112.0,ooi_optasense_north_c2_full,20211102_221301.h5,2,Bp_A,2025-12-22 19:47:31.335,ers334,38872.0,45632.0,-0.030000000000001137,4.535
